Becken-ID,Bad-ID,Beckentyp,"Abweichende Form","Lage des Beckens",Fläche,Länge,Breite,"Gleichmäßige Tiefe",Variofunktion,"Tiefe Minimum","Tiefe Maximum","Stufen Hubboden",Sprungbecken,"Besondere Aspekte",Schwimmen,Wasserball,Kunstspringen,Turmspringen,Kanu,Synchronschwimmen,Rettungsschwimmen,Anfängerschwimmen,"Sonstige Sportarten","Anzahl Bahnen"
2561,982,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
2562,982,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
2563,983,Schwimmerbecken,ja,,,25,,nein,nein,,,,ja,,,,,,,,,,,5
2564,983,Nichtschwimmerbecken,ja,,,,,,ja,,,,nein,,,,,,,,,,,
2565,983,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
2566,984,Schwimmerbecken,nein,,375,25,15,nein,nein,,,,nein,"Einstiegshilfe über Schwimmkanal im Umkleidegebäude (Treppe) und Metalltreppe draußen",ja,,nein,nein,nein,,ja,,,6
2567,984,Wellenbecken,ja,,585,35,15,nein,nein,,,,nein,,ja,,nein,nein,,,ja,,,
2568,984,Kleinkinderbecken,ja,,150,12,15,,nein,,,,nein,"festinstallierte Spielgeräte im Becken",nein,nein,nein,nein,nein,nein,nein,,,
20078,984,Kleinkinderbecken,ja,,76,8,11,,,,,,nein,"festinstallierte Spielgeräte im Becken",nein,nein,nein,nein,nein,nein,nein,,,
2569,985,Schwimmerbecken,ja,1,,25,,nein,nein,,4,,ja,,ja,,,ja,,,,ja,,5
2570,985,Nichtschwimmerbecken,nein,,,12,,nein,nein,,,,nein,,,,,,,,,,,
2571,985,Schwimmerbecken,ja,,,50,,nein,nein,,,,ja,,,,,,,,,,,8
2572,985,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
2573,985,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
2574,986,Kleinkinderbecken,ja,,,,,nein,nein,0.15,0.4,,nein,,,,,,,,,,,
2575,986,Nichtschwimmerbecken,ja,,,,,nein,nein,0.6,1.3,,nein,,,,,,,,,,,
2576,986,Schwimmerbecken,ja,,,25,,nein,nein,1.4,3.5,,ja,,,,,,,,,,,4
2577,987,Schwimmerbecken,nein,,312.5,25,12.5,nein,nein,,,,ja,,,,,,,,,,,5
2578,987,Nichtschwimmerbecken,nein,,75,,,nein,nein,,,,nein,,,,,,,,,,,
2579,989,Schwimmerbecken,ja,,,50,,nein,nein,,,,ja,,,,,,,,,,,8
2580,989,Kleinkinderbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
2581,990,Schwimmerbecken,nein,,,25,10,nein,ja,,,,nein,"stufenlose Rampe ins Becken",ja,,ja,,,,ja,ja,,
2582,990,Nichtschwimmerbecken,nein,,,12.5,8,nein,nein,,,,nein,,,,,,,,ja,ja,,
2583,990,Springerbecken,ja,,,12.5,8,ja,nein,,,,ja,,,,ja,,,,,,,
2584,991,Schwimmerbecken,ja,,,25,,nein,nein,,,,ja,,ja,,ja,ja,,,ja,ja,,6
2585,991,Nichtschwimmerbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,ja,ja,,
2586,991,Kleinkinderbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
2587,992,Schwimmerbecken,nein,,,50,,nein,nein,,,,ja,,,,,,,,,,,8
2588,993,Schwimmerbecken,nein,,,25,,nein,nein,,,,ja,,,,,,,,,,,6
2589,993,Schwimmerbecken,nein,,,,,ja,nein,,,,nein,,,,,,,,,,,4
2590,993,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
2591,993,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
2592,993,Wellenbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
2593,993,Kursbecken,nein,,,,,,nein,,,,nein,,,,,,,,,,,
2594,993,Kleinkinderbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
2595,993,Warmsprudelbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
2596,993,Warmsprudelbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
2597,993,Tauchbecken,nein,,,,,ja,nein,,,,nein,,,,,,,,,,,
2598,993,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
2599,994,Schwimmerbecken,nein,,,50,,ja,nein,,,,nein,,,,,,,,,,,8
2600,994,Nichtschwimmerbecken,ja,,,25,,nein,nein,,,,nein,,,,,,,,,,,6
2601,994,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
2602,995,Schwimmerbecken,ja,,,50,,nein,nein,,,,ja,,,,,,,,,,,6
2603,995,Nichtschwimmerbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
2604,995,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
2605,996,Schwimmerbecken,nein,,312,25,,nein,nein,1.8,3.8,,,,,,,,,,,,,5
2606,996,Nichtschwimmerbecken,nein,,,16.8,10,nein,nein,0.65,1.25,,nein,,,,,,,,,,,
2607,996,Nichtschwimmerbecken,ja,,380,,,,nein,,,,nein,,,,,,,,,,,
2608,996,Kleinkinderbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
2609,996,Kleinkinderbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
2610,996,Nichtschwimmerbecken,nein,,,10,8,ja,nein,,,,nein,,,,,,,,,,,
2611,997,Nichtschwimmerbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
2612,997,Warmsprudelbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
2613,997,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
2614,997,Warmsprudelbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
2615,997,Schwimmerbecken,nein,,,25,,ja,nein,,,,nein,,,,,,,,,,,8
2616,997,Wellenbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
2617,997,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
2618,997,Wellenbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
2619,997,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
2620,998,Schwimmerbecken,ja,,,25,,,nein,,,,nein,,,,,,,,,,,3
2621,998,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
2622,999,Schwimmerbecken,ja,,,25,,nein,nein,,,,ja,,,,,,,,,,,7
2623,999,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
2624,999,Kleinkinderbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
2625,1000,Warmsprudelbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
2626,1000,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
2627,1000,Variobecken,nein,,,,,ja,ja,,,,nein,,,,,,,,,,,
2628,1000,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
2629,1000,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
2630,1000,Schwimmerbecken,nein,,,25,,,nein,,,,,,,,,,,,,,,5
2631,1000,Nichtschwimmerbecken,nein,,,,,nein,nein,,,,nein,,,,,,,,,,,
2632,1000,Schwimmerbecken,nein,,,50,,ja,nein,,,,nein,,,,,,,,,,,8
2633,1000,Springerbecken,nein,,,,,ja,nein,,,,ja,,,,,,,,,,,
2634,1000,Nichtschwimmerbecken,nein,,,,,,nein,,,,nein,,,,,,,,,,,
2635,1000,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
2636,1000,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
2637,1000,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
2638,1001,Schwimmerbecken,nein,,,25,,nein,nein,,,,ja,,,,,,,,,,,4
2639,1001,Nichtschwimmerbecken,nein,,,,,ja,ja,,,,nein,,,,,,,,,,,
2640,1002,Kursbecken,nein,,,12.5,6,ja,ja,,,,nein,,,,,,,,,,,
2641,1003,Schwimmerbecken,nein,,250,25,10,nein,nein,,,,,,,,,,,,,,,
2642,1004,Schwimmerbecken,ja,,1023,25,,nein,nein,0.8,2,,ja,,,,,,,,,,,6
2643,1004,Kleinkinderbecken,ja,,100,,,,nein,,,,nein,,,,,,,,,,,
2644,1005,Schwimmerbecken,nein,,,25,,nein,nein,,,,ja,,,,,,,,,,,5
2645,1005,Nichtschwimmerbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
2646,1005,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
2647,1006,Schwimmerbecken,,,,25,10,nein,nein,0.9,3.9,,ja,,,,,,,,,,,
2648,1007,Schwimmerbecken,ja,,,,,nein,nein,,,,ja,,,,,,,,,,,4
2649,1007,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
2651,1009,Schwimmerbecken,ja,,,50,,ja,nein,,,,nein,,,,,,,,,,,8
2652,1009,Springerbecken,nein,,,,,ja,nein,,,,ja,,,,,,,,,,,
2653,1009,Nichtschwimmerbecken,ja,,,,25,nein,nein,,,,nein,,,,,,,,,,,6
2654,1009,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
2655,1010,Warmsprudelbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
2656,1010,Nichtschwimmerbecken,ja,,100,,,,nein,,,,nein,,,,,,,,,,,
2657,1010,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
2659,1012,Schwimmerbecken,ja,,1300,50,,nein,nein,,3.8,,ja,,ja,,,,,,ja,,,8
2660,1012,Nichtschwimmerbecken,ja,,386,,,,nein,,,,nein,,,,,,,,,,,4
2661,1012,Nichtschwimmerbecken,ja,,367,,,,nein,,,,nein,,,,,,,,,,,
2662,1012,Kleinkinderbecken,ja,,220,,,,nein,,,,nein,,,,,,,,,,,
2665,1014,Schwimmerbecken,,,,25,12,,,,,,,,,,,,,,,,,5
2666,1014,Nichtschwimmerbecken,,,,16,8,,,,,,,,,,,,,,,,,
2667,1015,Schwimmerbecken,,,,25,,,,,,,,,,,,,,,,,,
2668,1015,Nichtschwimmerbecken,,,,25,,,,,,,,,,,,,,,,,,
2669,1016,Schwimmerbecken,,,,50,,,,,,,,,,,,,,,,,,9
2670,1016,Nichtschwimmerbecken,,,,50,,,,,,,,,,,,,,,,,,
2671,1016,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
2672,1016,Springerbecken,,,,,,,,,,,,,,,,,,,,,,
2673,1017,Schwimmerbecken,,,,50,,,,,,,,,,,,,,,,,,
2674,1017,Nichtschwimmerbecken,,,,50,,,,,,,,,,,,,,,,,,
2675,1017,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
2676,1017,Kaltwasser-Tretbecken,,,,,,,,,,,,,,,,,,,,,,
2677,1018,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
2678,1018,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
2679,1018,Springerbecken,,,,,,,,,,,,,,,,,,,,,,
2682,1020,Schwimmerbecken,,,,50,,,,,,,,,,,,,,,,,,4
2683,1020,Springerbecken,,,,,,,,,,,,,,,,,,,,,,
2684,1020,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
2685,1020,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
2686,1021,Schwimmerbecken,,,,50,,nein,nein,,,,ja,,ja,,ja,,,,ja,ja,,6
2687,1021,Schwimmerbecken,,,,25,,nein,,,,,ja,,ja,,nein,nein,nein,,ja,ja,,5
2688,1021,Nichtschwimmerbecken,,,,12,10,,,,,,,,,,,,,,,,,
2689,1021,Warmsprudelbecken,,,,,,,,,,,,,,,,,,,,,,
2690,1021,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
2691,1022,Nichtschwimmerbecken,,,,16,8,,,,,,,,,,,,,,,,,
2692,1025,Schwimmerbecken,nein,,,25,10,nein,nein,0,2,,nein,,,,,,,,,,,
2693,1026,Schwimmerbecken,nein,,,50,16,nein,nein,0,2,,nein,,,,,,,,,,,6
2694,1026,Springerbecken,nein,,,,,ja,nein,,,,ja,,,,,,,,,,,
2695,1027,Nichtschwimmerbecken,nein,,,17,,,,1,0,,nein,,,,,,,,,,,
2696,1027,Schwimmerbecken,nein,,,25,20,nein,nein,1,3,,nein,Wasserrollstuhl,,,,,,,,,,
2697,1027,Kleinkinderbecken,ja,,,,,,,,,,nein,,,,,,,,,,,
2698,1028,Schwimmerbecken,nein,,,25,,,,1,1,,nein,,,,,,,,,,,
2699,1028,Kleinkinderbecken,ja,,,,,,,,,,nein,,,,,,,,,,,
2700,1028,Tauchbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
2701,1029,Nichtschwimmerbecken,nein,,,50,,,,0,1,,nein,,,,,,,,,,,
2702,1029,Nichtschwimmerbecken,nein,,,25,10,nein,nein,0,1,,nein,,,,,,,,,,,
2703,1029,Schwimmerbecken,nein,,,50,,,,,1,,nein,,,,,,,,,,,
2704,1029,Schwimmerbecken,nein,,,50,,,,,1,,nein,,,,,,,,,,,
2705,1029,Springerbecken,nein,,,10,10,ja,nein,,3,,nein,,,,,,,,,,,
2706,1029,Kleinkinderbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
2707,1029,Kleinkinderbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
2708,1030,Schwimmerbecken,,,,50,,,,,,,,,,,,,,,,,,
2709,1030,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
2710,1031,Schwimmerbecken,,,,50,17.5,,,,,,,,,,,,,,,,,
2711,1031,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
2712,1031,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
2713,1032,Schwimmerbecken,,,,25,12.5,,,,1.8,,,,,,,,,,,,,5
2714,1032,Kursbecken,,,,7,11,,ja,0,3.4,,,,,,,,,,,,,
2715,1032,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
2716,1032,Warmsprudelbecken,,,,,,,,,,,,,,,,,,,,,,
2717,1032,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
2718,1032,Nichtschwimmerbecken,,,,,,,,,1.3,,,,,,,,,,,,,
2719,1032,Nichtschwimmerbecken,,,,,,,,,1.3,,,,,,,,,,,,,
2720,1032,Wellenbecken,,,,,,,,,,,,,,,,,,,,,,
2721,1032,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
2722,1032,Kaltwasser-Tretbecken,,,,,,,,,,,,,,,,,,,,,,
2723,1033,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
2724,1033,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
2725,1033,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
2726,1033,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
2727,1034,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
2728,1034,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
2729,1034,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
2730,1034,Nichtschwimmerbecken,,,,,,,,,1.35,,,,,,,,,,,,,
2733,1036,Schwimmerbecken,,,,25,18.5,,,,,,,,,,,,,,,,,
2734,1036,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
2735,1036,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
2736,1037,Nichtschwimmerbecken,ja,,,,,ja,nein,,0.6,,nein,,,,,,,,,,,
2737,1038,Nichtschwimmerbecken,nein,,,16,8,ja,nein,,0,,nein,,,,,,,,,,,
2738,1038,Schwimmerbecken,nein,,,25,,,,1,3,,ja,,,,,,,,,,,
2739,1039,Schwimmerbecken,,,,25,9,,,,,,,,,,,,,,,,,
2740,1039,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
2741,1040,Warmsprudelbecken,ja,,,,,,,,,,nein,,,,,,,,,,,
2742,1043,Schwimmerbecken,nein,,,50,,nein,nein,,,,ja,,,,,,,,,,,8
2743,1043,Nichtschwimmerbecken,ja,,,,,,,,,,nein,,,,,,,,,,,
2746,1046,Warmsprudelbecken,ja,,,,,,,,,,,,,,,,,,,,,
2747,1046,Tauchbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
2748,1047,Nichtschwimmerbecken,ja,,,,,,,0,1,,nein,,,,,,,,,,,
2749,1047,Nichtschwimmerbecken,ja,,,,,,,0,1,,nein,,,,,,,,,,,
2750,1047,Schwimmerbecken,nein,,,50,20,nein,nein,,2,,nein,,,,,,,,,,,8
2751,1047,Springerbecken,nein,,,,,ja,nein,,,,nein,,,,,,,,,,,
2752,1048,Schwimmerbecken,ja,,,,,,,,,,nein,Einstiegshilfe,,,,,,,,,,
2753,1048,Kleinkinderbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
2754,1049,Schwimmerbecken,nein,,,25,12,nein,nein,,1,,nein,,,,,,,,,,,5
2755,1049,Nichtschwimmerbecken,nein,,,12,6,,,,1,,nein,,,,,,,,,,,
2756,1050,Nichtschwimmerbecken,nein,,,15,12,nein,nein,0,1,,nein,,,,,,,,,,,
2757,1050,Schwimmerbecken,nein,,,50,25,nein,nein,,,,nein,"Wasserrollstuhl, Lift",,,ja,,,,,,,12
2758,1050,Springerbecken,ja,,,,,ja,nein,,3,,ja,,,,,,,,,,,
2759,1050,Kleinkinderbecken,ja,,,,,,,,,,nein,,,,,,,,,,,
2760,1050,Kursbecken,ja,,,,,ja,nein,,,,nein,"Wasserrollstuhl, taktile Leitstreifen, Lift",,,,,,,,,,
2761,1051,Nichtschwimmerbecken,ja,,,,,,,,1,,nein,,,,,,,,,,,
2762,1051,Schwimmerbecken,ja,,,50,20,nein,nein,1,2,,,,,,,,,,,,,8
2763,1051,Schwimmerbecken,nein,,,50,15,nein,nein,2,4,,nein,,,,,,,,,,,
2764,1052,Schwimmerbecken,nein,,,27,,,,,,,nein,,,,,,,,,,,4
2765,1053,Schwimmerbecken,nein,,,50,,,,,1,,ja,,,,,,,,,,,8
2766,1053,Nichtschwimmerbecken,ja,,,,,nein,nein,,1,,nein,,,,,,,,,,,
2767,1053,Springerbecken,nein,,,10,12,nein,nein,,3,,nein,,,,,,,,,,,
2768,1053,Kleinkinderbecken,ja,,,,,,,,,,nein,,,,,,,,,,,
2769,1054,Nichtschwimmerbecken,nein,,,12,,,,,1,,nein,,,,,,,,,,,
2770,1054,Schwimmerbecken,nein,,,25,15,nein,nein,1,3,,ja,,ja,,nein,nein,,,,,,5
2771,1055,Nichtschwimmerbecken,nein,,,12,,,,0,1,,nein,,,,,,,,,,,
2772,1055,Nichtschwimmerbecken,nein,,,50,,,,0,1,,nein,,,,,,,,,,,
2773,1055,Schwimmerbecken,nein,,,50,,,,,1,,nein,,,,,,,,,,,
2774,1055,Schwimmerbecken,nein,,,50,,,,,1,,nein,,,,,,,,,,,6
2775,1055,Springerbecken,nein,,,12,6,ja,nein,,3,,nein,,,,,,,,,,,
2776,1055,Kursbecken,nein,,,,,ja,,,,,nein,,,,,,,,,,,
2777,1055,Kleinkinderbecken,ja,,,,,,,,,,,,,,,,,,,,,
2778,1055,Kleinkinderbecken,nein,,,,,nein,nein,0.2,1.3,,nein,,nein,nein,nein,nein,nein,nein,nein,ja,,
2782,1057,Nichtschwimmerbecken,nein,,,16,,,,,1,,nein,,,,,,,,,,,
2783,1057,Schwimmerbecken,nein,,,50,16,nein,nein,1,1,,nein,,,,,,,,,,,
2784,1057,Springerbecken,nein,,,12,8,ja,nein,,3,,nein,,,,,,,,,,,
2785,1059,Schwimmerbecken,nein,,128,16,8,nein,nein,0.9,1.7,,nein,Kinderbecken,nein,nein,nein,nein,nein,nein,nein,ja,,
2786,1059,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
2789,1061,Schwimmerbecken,,,,25,,,,,,,ja,,,,,,,,,,,5
2790,1061,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
2791,1061,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
2792,1061,Warmsprudelbecken,,,,,,,,,,,,,,,,,,,,,,
2793,1062,Schwimmerbecken,,,,50,,,,,,,ja,,,,,,,,,,,
2794,1062,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
2795,1062,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
2796,1063,Nichtschwimmerbecken,nein,,,12,,,,0,1,,nein,,,,,,,,,,,
2797,1063,Schwimmerbecken,nein,,,50,20,nein,nein,1,4,,ja,,,,,,,,,,,8
13037,1063,Naturbecken,ja,,,,,,,,,,nein,,,,,,,,,,,
2798,1064,Nichtschwimmerbecken,ja,,,25,25,nein,nein,0,1,,nein,,,,,,,,,,,
2799,1064,Schwimmerbecken,nein,,,25,,,,,1,,nein,,,,,,,,,,,5
2800,1064,Kleinkinderbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
2801,1066,Schwimmerbecken,nein,,,25,,,,,,,ja,,,,,,,,,,,
2802,1067,Schwimmerbecken,nein,,,50,,,,,,,,,,,,,,,,,,6
19774,1070,Kleinkinderbecken,nein,,,,,,,,,,,,,,,,,,,,,0
19775,1070,Nichtschwimmerbecken,ja,,,,,,,,,,,,,,,,,,,,,
2804,1073,Schwimmerbecken,,,,50,,,,,,,,,,,,,,,,,,
19776,1074,Nichtschwimmerbecken,ja,,,,,,nein,,,,,,,,,,,,,,,
2805,1075,Schwimmerbecken,,,,25,,,,,,,,,,,,,,,,,,
2806,1075,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
2807,1075,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
2808,1075,Kaltwasser-Tretbecken,,,,,,,,,,,,,,,,,,,,,,
2809,1076,Schwimmerbecken,,,,50,,,,2,2.2,,,,,,,,,,,,,
2810,1076,Springerbecken,,,,,,,,,3.4,,,,,,,,,,,,,
2811,1076,Kleinkinderbecken,,,,,,,,,0.5,,,,,,,,,,,,,
2812,1076,Nichtschwimmerbecken,,,,,,,,,1.3,,,,,,,,,,,,,
2814,1078,Kleinkinderbecken,nein,2,,,,nein,nein,,,,nein,,nein,nein,nein,nein,nein,nein,nein,nein,,
2815,1078,Nichtschwimmerbecken,nein,2,,,,nein,nein,,,,nein,,nein,nein,nein,nein,nein,nein,nein,ja,,
2816,1078,Schwimmerbecken,nein,2,,33.3,,nein,nein,1.25,2.2,,nein,Treppe,ja,nein,nein,nein,nein,nein,ja,ja,,5
20185,1078,Springerbecken,nein,,,,,ja,nein,,3.4,,ja,,nein,nein,ja,ja,nein,nein,nein,nein,,
2817,1080,Schwimmerbecken,nein,,,25,,nein,nein,1.8,3.2,,ja,,ja,,,,,,ja,ja,,5
19956,1080,Nichtschwimmerbecken,,,,,15,nein,nein,,,,nein,"Massage Düsen ",,nein,nein,nein,nein,nein,nein,ja,,
19957,1080,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,nein,nein,nein,nein,nein,nein,nein,nein,,
2818,1081,Schwimmerbecken,nein,,,25,20,nein,,1.8,4,,,,,,,,,,,,,
2819,1081,Nichtschwimmerbecken,nein,,,10,12.5,nein,nein,0.25,1.35,,,,,,,,,,,,,
19604,1084,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
19777,1086,Nichtschwimmerbecken,nein,,,,,,,,,,nein,,,,,,,,,,,
19778,1086,Schwimmerbecken,nein,,,,,,,,,,,,,,,,,,,,,6
19779,1086,Springerbecken,,,,,,,,,,,ja,,,,,,,,,,,
19627,1087,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
2820,1089,Nichtschwimmerbecken,ja,,,,,,,,,,nein,,,,,,,,,,,
2821,1089,Schwimmerbecken,nein,,,25,,nein,nein,,,,nein,,,,,,,,,,,6
2823,1089,Tauchbecken,nein,,,,,ja,nein,,,,ja,,,,,,,,,,,
2824,1089,Variobecken,nein,,,17,,,,,,,nein,,,,,,,,,,,
2825,1089,Kleinkinderbecken,ja,,,,,,,,,,,,,,,,,,,,,
2828,1090,Nichtschwimmerbecken,ja,,,,,,,,,,nein,,,,,,,,,,,
2829,1090,Schwimmerbecken,nein,,,50,22,nein,nein,2,4,,ja,,,,,,,,,,,
2833,1090,Kleinkinderbecken,ja,,,,,,,,,,,,,,,,,,,,,
2834,1092,Nichtschwimmerbecken,nein,,,16,,,,,,,nein,,,,,,,,,,,
2835,1092,Schwimmerbecken,nein,,,50,,,,,,,nein,Hublift,,,,,,,,,,6
2836,1092,Springerbecken,nein,,,,,ja,nein,,,,,,,,,,,,,,,
2839,1093,Schwimmerbecken,,,,25,,,,,,,,,,,,,,,,,,
2840,1093,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
2842,1093,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
2837,1094,Nichtschwimmerbecken,nein,,,12,6,nein,nein,0,1,,nein,,,,,,,,,,,
2838,1094,Schwimmerbecken,nein,,,25,12,nein,nein,,1,,nein,,,,,,,,,,,
2841,1095,Kleinkinderbecken,ja,,,,,,,,,,nein,,,,,,,,,,,
2843,1095,Springerbecken,nein,,,19,15,ja,nein,,5,,nein,,,,,,,,,,,
2844,1095,Schwimmerbecken,nein,,,50,,,,,1,,nein,,,,,,,,,,,7
2845,1095,Nichtschwimmerbecken,ja,,,,,,,,1,,nein,,,,,,,,,,,
2846,1096,Nichtschwimmerbecken,nein,,,10,,,,,1,,nein,,,,,,,,,,,
2847,1096,Schwimmerbecken,nein,,,25,12,nein,nein,,1,,nein,,,,,,,,,,,5
2848,1097,Schwimmerbecken,ja,,,25,,nein,nein,,,,ja,,,,,,,,,,,5
2849,1097,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
2850,1097,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
19620,1098,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
19557,1099,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
2851,1100,Schwimmerbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
2852,1101,Schwimmerbecken,nein,,,,,nein,nein,,,,ja,,,,,,,,,,,
2853,1101,Nichtschwimmerbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
2854,1101,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
2856,1103,Schwimmerbecken,ja,,200,25,8,nein,nein,1.1,3.5,,ja,Kleinkinderrutsche,ja,,,,,,ja,ja,"DLRG Ortsgruppe Schwimmverein",3
16227,1103,Kleinkinderbecken,,,9,3,3,ja,,0.3,,,nein,"Das (Plansch) Becken ist draußen",nein,nein,nein,nein,nein,nein,nein,nein,"nur im Sommer",
19805,1104,Schwimmerbecken,nein,,,,,,,,,,,,,,,,,,,,,4
2857,1105,Schwimmerbecken,ja,,,,,nein,nein,,,,ja,,,,,,,,,,,
2860,1107,Schwimmerbecken,,,,50,,,,,,,,,,,,,,,,,,
2861,1107,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
2862,1107,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
2863,1108,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
2864,1108,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
2865,1108,Kaltwasser-Tretbecken,,,,,,,,,,,,,,,,,,,,,,
